start_lat,start_lon,end_lat,end_lon,count
39.9522,-75.20311,39.95576,-75.18982,318
39.96844,-75.14001,39.94295,-75.15955,8
39.96271,-75.19419,39.93082,-75.17474,4
39.95511,-75.20987,39.94138,-75.14564,3
39.96289,-75.16606,39.9539,-75.16902,849
39.96143,-75.15242,39.95005,-75.15672,178
39.98005,-75.15522,39.9384,-75.17327,6
39.9522,-75.20311,39.95866,-75.21323,83
39.96849,-75.13546,39.96143,-75.15242,75
39.95576,-75.18982,39.95472,-75.18323,471
39.95511,-75.20987,39.97765,-75.21295,3
39.93231,-75.18154,39.97486,-75.20524,3
39.94527,-75.17971,39.96984,-75.1418,23
39.95355,-75.17192,39.97888,-75.13339,3
39.97522,-75.18669,39.94517,-75.15993,7
39.95403,-75.14983,39.95355,-75.17192,10
39.94733,-75.14403,39.95511,-75.20987,8
39.94391,-75.16735,39.93724,-75.1612,101
39.95424,-75.16138,39.96716,-75.17001,123
39.95424,-75.16138,39.95886,-75.17369,118
39.96173,-75.18788,39.9384,-75.17327,2
39.98837,-75.18701,39.97669,-75.15813,12
39.96718,-75.16125,39.95403,-75.14983,52
39.95295,-75.13979,39.94822,-75.20908,7
39.95012,-75.14472,39.93724,-75.1612,71
39.94517,-75.15993,39.98771,-75.18052,1
39.94509,-75.1425,39.94019,-75.16691,33
39.97486,-75.20524,39.96265,-75.16174,1
39.95295,-75.13979,39.94732,-75.15695,53
39.95071,-75.14921,39.96442,-75.17999,325
39.95866,-75.21323,39.95472,-75.18323,58
39.93445,-75.14541,39.94735,-75.14886,153
39.96652,-75.12996,39.94517,-75.15993,5
39.96716,-75.17001,39.94061,-75.14958,31
39.99119,-75.17975,39.9707,-75.15171,1
39.97669,-75.15813,39.98203,-75.18866,23
39.95425,-75.17761,39.95425,-75.17761,700
39.94061,-75.14958,39.95424,-75.16138,105
39.95511,-75.20987,39.97274,-75.17939,1
39.95886,-75.17369,39.94061,-75.14958,56
39.9707,-75.15171,39.96849,-75.13546,42
39.95112,-75.15457,39.96892,-75.1547,5
39.98837,-75.18701,39.97522,-75.18669,6
39.94218,-75.17747,39.9707,-75.15171,5
39.96062,-75.13983,39.93401,-75.15094,35
39.97522,-75.18669,39.98005,-75.15522,63
39.97841,-75.22399,39.94561,-75.17348,4
39.94019,-75.16691,39.98203,-75.18866,1
39.94509,-75.1425,39.96652,-75.12996,46
39.95851,-75.21465,39.95511,-75.20987,10
39.95197,-75.17943,39.95472,-75.18323,133
39.95472,-75.18323,39.95339,-75.15426,63
39.96175,-75.13641,39.92777,-75.15103,51
39.9539,-75.16902,39.96718,-75.16125,305
39.96652,-75.12996,39.98005,-75.15522,44
39.94061,-75.14958,39.97888,-75.13339,17
39.97486,-75.20524,39.95425,-75.17761,5
39.93431,-75.16042,39.93549,-75.16711,75
39.94561,-75.17348,39.93431,-75.16042,47
39.95472,-75.18323,39.96411,-75.19973,19
39.93401,-75.15094,39.95403,-75.14983,9
39.93549,-75.16711,39.94792,-75.16237,594
39.93549,-75.16711,39.99179,-75.18637,1
39.93445,-75.14541,39.95071,-75.14921,42
39.94822,-75.20908,39.94217,-75.1775,3
39.98078,-75.15055,39.94887,-75.18986,1
39.94517,-75.15993,39.9384,-75.17327,106
39.95425,-75.17761,39.96265,-75.16174,85
39.95048,-75.17286,39.97714,-75.1794,6
39.95012,-75.14472,39.96674,-75.20799,2
39.93775,-75.18012,39.98078,-75.15055,1
39.96818,-75.18034,39.94391,-75.16735,47
39.95197,-75.17943,39.95923,-75.17036,30
39.95511,-75.20987,39.96664,-75.19209,1
39.93315,-75.16248,39.97714,-75.1794,1
39.98203,-75.18866,39.95273,-75.15979,4
39.97121,-75.1597,39.93445,-75.14541,5
39.95511,-75.20987,39.97469,-75.19562,1
39.95424,-75.16138,39.96173,-75.18788,25
39.98062,-75.1735,39.96849,-75.13546,2
39.9538,-75.19479,39.95511,-75.20987,538
39.92777,-75.15103,39.94561,-75.17348,54
39.95012,-75.14472,39.94295,-75.15955,143
39.97888,-75.13339,39.98082,-75.14973,101
39.95866,-75.21323,39.95923,-75.17036,6
39.98771,-75.18052,39.95048,-75.17286,5
39.93935,-75.15716,39.94138,-75.14564,95
39.96818,-75.18034,39.96844,-75.14001,7
39.94391,-75.16735,39.94295,-75.15955,314
39.96046,-75.19701,39.94019,-75.16691,2
39.9625,-75.1742,39.9625,-75.1742,531
39.94019,-75.16691,39.94517,-75.15993,196
39.94735,-75.14886,39.96062,-75.13983,22
39.93935,-75.15716,39.97274,-75.17939,12
39.9707,-75.15171,39.96175,-75.13641,1
39.98003,-75.14371,39.95373,-75.21825,1
39.96744,-75.17507,39.92777,-75.15103,11
39.96317,-75.14792,39.94218,-75.17747,11
39.95112,-75.15457,39.94711,-75.16618,233
39.96844,-75.14001,39.93724,-75.1612,9
39.95576,-75.18982,39.95923,-75.17036,43
39.97207,-75.16351,39.99119,-75.17975,1
39.94527,-75.17971,39.94733,-75.14403,35
39.94733,-75.14403,39.95012,-75.14472,54
39.97669,-75.15813,39.98005,-75.15522,583
39.96984,-75.1418,39.95576,-75.18982,9
39.97274,-75.17939,39.97121,-75.1597,60
39.98771,-75.18052,39.98004,-75.17088,31
39.96289,-75.16606,39.95866,-75.21323,9
39.95355,-75.17192,39.95424,-75.16138,29
39.96271,-75.19419,39.93775,-75.18012,6
39.92777,-75.15103,39.94735,-75.14886,122
39.9707,-75.15171,39.96744,-75.17507,7
39.95373,-75.21825,39.95005,-75.15672,55
39.94527,-75.17971,39.9538,-75.19479,505
39.95316,-75.16551,39.9707,-75.15171,54
39.97522,-75.18669,39.98203,-75.18866,15
39.94019,-75.16691,39.98005,-75.15522,14
39.98005,-75.15522,39.98771,-75.18052,91
39.94732,-75.15695,39.94217,-75.1775,18
39.9522,-75.20311,39.93231,-75.18154,11
39.97669,-75.15813,39.94517,-75.15993,72
39.98837,-75.18701,39.96818,-75.18034,4
39.94561,-75.17348,39.95339,-75.15426,45
39.96289,-75.16606,39.95576,-75.18982,48
39.95708,-75.20177,39.96046,-75.19701,167
39.98003,-75.14371,39.96143,-75.15242,11
39.95851,-75.21465,39.95012,-75.14472,4
39.97841,-75.22399,39.95071,-75.14921,2
39.97207,-75.16351,39.95316,-75.16551,70
39.9522,-75.20311,39.9539,-75.16902,80
39.94061,-75.14958,39.94792,-75.16237,587
39.94887,-75.18986,39.95923,-75.17036,30
39.94061,-75.14958,39.99179,-75.18637,1
39.97841,-75.22399,39.96289,-75.16606,4
39.93775,-75.18012,39.96271,-75.19419,4
39.93549,-75.16711,39.97888,-75.13339,6
39.95511,-75.20987,39.93775,-75.18012,5
39.94733,-75.14403,39.98082,-75.14973,2
39.96442,-75.17999,39.97121,-75.1597,20
39.9384,-75.17327,39.9707,-75.15171,1
39.94792,-75.16237,39.93431,-75.16042,309
39.96818,-75.18034,39.94711,-75.16618,109
39.96289,-75.16606,39.95886,-75.17369,60
39.95472,-75.18323,39.96062,-75.13983,42
39.96289,-75.16606,39.96716,-75.17001,138
39.99179,-75.18637,39.93431,-75.16042,1
39.96849,-75.13546,39.93315,-75.16248,46
39.96652,-75.12996,39.93704,-75.15038,38
39.94138,-75.14564,39.97121,-75.1597,57
39.96849,-75.13546,39.95048,-75.17286,70
39.96173,-75.18788,39.97522,-75.18669,40
39.93724,-75.1612,39.96849,-75.13546,15
39.9522,-75.20311,39.96173,-75.18788,108
39.96674,-75.20799,39.93549,-75.16711,1
39.96844,-75.14001,39.95708,-75.20177,2
39.96984,-75.1418,39.95886,-75.17369,5
39.95886,-75.17369,39.96317,-75.14792,19
39.97841,-75.22399,39.9522,-75.20311,3
39.96173,-75.18788,39.97669,-75.15813,36
39.96984,-75.1418,39.96716,-75.17001,25
39.95273,-75.15979,39.98003,-75.14371,14
39.95708,-75.20177,39.93401,-75.15094,3
39.96716,-75.17001,39.96317,-75.14792,29
39.95923,-75.17036,39.96442,-75.17999,243
39.93704,-75.15038,39.95923,-75.17036,15
39.96317,-75.14792,39.95112,-75.15457,37
39.94681,-75.19311,39.95273,-75.15979,16
39.94509,-75.1425,39.95316,-75.16551,67
39.98004,-75.17088,39.93445,-75.14541,1
39.96849,-75.13546,39.98004,-75.17088,2
39.96271,-75.19419,39.97469,-75.19562,4
39.95339,-75.15426,39.93549,-75.16711,65
39.96271,-75.19419,39.96664,-75.19209,7
39.98005,-75.15522,39.97669,-75.15813,514
39.92777,-75.15103,39.97804,-75.2122,7
39.93935,-75.15716,39.94759,-75.1487,16
39.97765,-75.21295,39.97121,-75.1597,2
39.98003,-75.14371,39.95378,-75.16374,9
39.93935,-75.15716,39.93082,-75.17474,27
39.98082,-75.14973,39.93935,-75.15716,6
39.94735,-75.14886,39.96411,-75.19973,2
39.96411,-75.19973,39.96744,-75.17507,22
39.94517,-75.15993,39.96818,-75.18034,43
39.93445,-75.14541,39.9522,-75.20311,2
39.94633,-75.1698,39.97522,-75.18669,6
39.95112,-75.15457,39.94391,-75.16735,54
39.94711,-75.16618,39.9625,-75.1742,168
39.96718,-75.16125,39.95425,-75.17761,31
39.97888,-75.13339,39.95012,-75.14472,74
39.97522,-75.18669,39.95197,-75.17943,95
39.99179,-75.18637,39.95339,-75.15426,7
39.98005,-75.15522,39.97522,-75.18669,95
39.94218,-75.17747,39.92777,-75.15103,64
39.93445,-75.14541,39.96289,-75.16606,8
39.93401,-75.15094,39.96265,-75.16174,9
39.96652,-75.12996,39.95197,-75.17943,5
39.94681,-75.19311,39.96317,-75.14792,15
39.95425,-75.17761,39.95403,-75.14983,36
39.96265,-75.16174,39.96984,-75.1418,51
39.96175,-75.13641,39.9707,-75.15171,1
39.96716,-75.17001,39.95273,-75.15979,115
39.95424,-75.16138,39.93231,-75.18154,31
39.94633,-75.1698,39.97669,-75.15813,9
39.97263,-75.16757,39.9625,-75.1742,23
39.95424,-75.16138,39.9539,-75.16902,138
39.94792,-75.16237,39.95339,-75.15426,730
39.95886,-75.17369,39.95273,-75.15979,133
39.95112,-75.15457,39.96844,-75.14001,62
39.96849,-75.13546,39.95378,-75.16374,52
39.94792,-75.16237,39.96411,-75.19973,1
39.95403,-75.14983,39.94732,-75.15695,87
39.97804,-75.2122,39.95511,-75.20987,1
39.98203,-75.18866,39.94061,-75.14958,2
39.96984,-75.1418,39.98837,-75.18701,1
39.93724,-75.1612,39.96175,-75.13641,15
39.95378,-75.16374,39.97121,-75.1597,308
39.94019,-75.16691,39.93704,-75.15038,114
39.96173,-75.18788,39.96818,-75.18034,54
39.98003,-75.14371,39.98004,-75.17088,9
39.95295,-75.13979,39.95355,-75.17192,3
39.97841,-75.22399,39.97804,-75.2122,44
39.96265,-75.16174,39.95851,-75.21465,1
39.9625,-75.1742,39.93935,-75.15716,27
39.93231,-75.18154,39.94509,-75.1425,13
39.95403,-75.14983,39.94822,-75.20908,4
39.96265,-75.16174,39.94733,-75.14403,26
39.94561,-75.17348,39.96062,-75.13983,164
39.93935,-75.15716,39.93775,-75.18012,16
39.93401,-75.15094,39.95425,-75.17761,17
39.96818,-75.18034,39.96892,-75.1547,3
39.9539,-75.16902,39.94509,-75.1425,80
39.96265,-75.16174,39.9538,-75.19479,23
39.93724,-75.1612,39.96744,-75.17507,11
39.94295,-75.15955,39.93549,-75.16711,146
39.96289,-75.16606,39.98837,-75.18701,2
39.98771,-75.18052,39.95373,-75.21825,5
39.96062,-75.13983,39.96046,-75.19701,4
39.96718,-75.16125,39.96265,-75.16174,54
39.94735,-75.14886,39.95339,-75.15426,26
39.95424,-75.16138,39.95576,-75.18982,71
39.96271,-75.19419,39.97274,-75.17939,24
39.94759,-75.1487,39.95005,-75.15672,4
39.95012,-75.14472,39.95708,-75.20177,7
39.95424,-75.16138,39.95866,-75.21323,7
39.94391,-75.16735,39.95708,-75.20177,17
39.95355,-75.17192,39.99179,-75.18637,1
39.95355,-75.17192,39.94792,-75.16237,49
39.97669,-75.15813,39.93704,-75.15038,17
39.96271,-75.19419,39.94138,-75.14564,12
39.9522,-75.20311,39.95886,-75.17369,46
39.9522,-75.20311,39.96716,-75.17001,32
39.96744,-75.17507,39.9707,-75.15171,6
39.94781,-75.19409,39.94822,-75.20908,158
39.94517,-75.15993,39.97522,-75.18669,2
39.95511,-75.20987,39.93082,-75.17474,9
39.93082,-75.17474,39.95005,-75.15672,24
39.94633,-75.1698,39.96818,-75.18034,43
39.96046,-75.19701,39.95316,-75.16551,41
39.93549,-75.16711,39.95424,-75.16138,91
39.98003,-75.14371,39.95048,-75.17286,4
39.93704,-75.15038,39.95472,-75.18323,77
39.97669,-75.15813,39.95197,-75.17943,4
39.97207,-75.16351,39.96652,-75.12996,3
39.95511,-75.20987,39.94759,-75.1487,6
39.94735,-75.14886,39.93431,-75.16042,61
39.97714,-75.1794,39.93401,-75.15094,1
39.94781,-75.19409,39.94732,-75.15695,52
39.96984,-75.1418,39.96173,-75.18788,1
39.95005,-75.15672,39.96718,-75.16125,100
39.92777,-75.15103,39.96289,-75.16606,14
39.94019,-75.16691,39.95197,-75.17943,27
39.95316,-75.16551,39.92777,-75.15103,46
39.94887,-75.18986,39.95472,-75.18323,192
39.94517,-75.15993,39.97669,-75.15813,99
39.92777,-75.15103,39.9522,-75.20311,8
39.95273,-75.15979,39.94218,-75.17747,157
39.98837,-75.18701,39.98771,-75.18052,70
39.97207,-75.16351,39.94019,-75.16691,1
39.98078,-75.15055,39.94633,-75.1698,1
39.97888,-75.13339,39.95511,-75.20987,8
39.98005,-75.15522,39.96818,-75.18034,24
39.98004,-75.17088,39.97714,-75.1794,14
39.96289,-75.16606,39.96173,-75.18788,56
39.9538,-75.19479,39.98082,-75.14973,3
39.94711,-75.16618,39.94633,-75.1698,225
39.96062,-75.13983,39.96289,-75.16606,588
39.95511,-75.20987,39.93724,-75.1612,10
39.99119,-75.17975,39.95378,-75.16374,13
39.96818,-75.18034,39.94517,-75.15993,52
39.95424,-75.16138,39.95012,-75.14472,99
39.94732,-75.15695,39.98003,-75.14371,7
39.94517,-75.15993,39.95273,-75.15979,280
39.95012,-75.14472,39.97274,-75.17939,26
39.96271,-75.19419,39.95708,-75.20177,85
39.97888,-75.13339,39.9539,-75.16902,26
39.96744,-75.17507,39.95373,-75.21825,4
39.94561,-75.17348,39.96442,-75.17999,135
39.97888,-75.13339,39.93231,-75.18154,3
39.94391,-75.16735,39.97274,-75.17939,13
39.98003,-75.14371,39.92777,-75.15103,1
39.95316,-75.16551,39.93315,-75.16248,188
39.96818,-75.18034,39.98005,-75.15522,15
39.95339,-75.15426,39.96849,-75.13546,46
39.96046,-75.19701,39.95355,-75.17192,20
39.95886,-75.17369,39.96818,-75.18034,211
39.96744,-75.17507,39.96143,-75.15242,87
39.95316,-75.16551,39.95048,-75.17286,186
39.94527,-75.17971,39.95425,-75.17761,455
39.97263,-75.16757,39.94633,-75.1698,21
39.95005,-75.15672,39.95923,-75.17036,40
39.96716,-75.17001,39.96818,-75.18034,239
39.98082,-75.14973,39.94887,-75.18986,6
39.95355,-75.17192,39.94527,-75.17971,69
39.96062,-75.13983,39.9522,-75.20311,14
39.94218,-75.17747,39.95378,-75.16374,52
39.95708,-75.20177,39.94561,-75.17348,66
39.95071,-75.14921,39.96411,-75.19973,1
39.96143,-75.15242,39.98078,-75.15055,26
39.94517,-75.15993,39.96317,-75.14792,31
39.97486,-75.20524,39.9538,-75.19479,21
39.97669,-75.15813,39.96844,-75.14001,101
39.96674,-75.20799,39.96849,-75.13546,1
39.94295,-75.15955,39.96744,-75.17507,31
39.95425,-75.17761,39.96984,-75.1418,17
39.93724,-75.1612,39.93549,-75.16711,150
39.95378,-75.16374,39.93445,-75.14541,39
39.96265,-75.16174,39.95403,-75.14983,106
39.9522,-75.20311,39.98082,-75.14973,4
39.94019,-75.16691,39.94391,-75.16735,44
39.95851,-75.21465,39.96173,-75.18788,2
39.93549,-75.16711,39.97207,-75.16351,3
39.97669,-75.15813,39.94391,-75.16735,24
39.94681,-75.19311,39.96818,-75.18034,68
39.95012,-75.14472,39.94138,-75.14564,256
39.94295,-75.15955,39.96175,-75.13641,22
39.97804,-75.2122,39.9539,-75.16902,33
39.94138,-75.14564,39.97714,-75.1794,1
39.97804,-75.2122,39.93231,-75.18154,2
39.95708,-75.20177,39.94735,-75.14886,7
39.93935,-75.15716,39.94295,-75.15955,96
39.9538,-75.19479,39.95886,-75.17369,129
39.9538,-75.19479,39.96716,-75.17001,146
39.94391,-75.16735,39.94138,-75.14564,135
39.94733,-75.14403,39.96173,-75.18788,10
39.97486,-75.20524,39.95851,-75.21465,1
39.92777,-75.15103,39.96046,-75.19701,22
39.95316,-75.16551,39.98004,-75.17088,19
39.94019,-75.16691,39.96844,-75.14001,12
39.96442,-75.17999,39.97714,-75.1794,5
39.95295,-75.13979,39.95316,-75.16551,36
39.95373,-75.21825,39.97263,-75.16757,4
39.98771,-75.18052,39.9707,-75.15171,2
39.95403,-75.14983,39.96652,-75.12996,6
39.96289,-75.16606,39.98082,-75.14973,13
39.96271,-75.19419,39.97841,-75.22399,2
39.95112,-75.15457,39.93704,-75.15038,90
39.98004,-75.17088,39.97121,-75.1597,24
39.9538,-75.19479,39.96173,-75.18788,86
39.94061,-75.14958,39.94527,-75.17971,127
39.95373,-75.21825,39.98078,-75.15055,1
39.95339,-75.15426,39.96175,-75.13641,51
39.96844,-75.14001,39.97274,-75.17939,24
39.98837,-75.18701,39.94061,-75.14958,2
39.93935,-75.15716,39.93724,-75.1612,100
39.96716,-75.17001,39.97669,-75.15813,118
39.96062,-75.13983,39.97804,-75.2122,2
39.94633,-75.1698,39.95273,-75.15979,256
39.97486,-75.20524,39.96984,-75.1418,2
39.99119,-75.17975,39.95048,-75.17286,4
39.95472,-75.18323,39.96442,-75.17999,521
39.95866,-75.21323,39.94509,-75.1425,27
39.94733,-75.14403,39.95886,-75.17369,42
39.95886,-75.17369,39.97669,-75.15813,25
39.96173,-75.18788,39.96317,-75.14792,6
39.94733,-75.14403,39.96716,-75.17001,26
39.95424,-75.16138,39.95511,-75.20987,20
39.96175,-75.13641,39.96143,-75.15242,10
39.99119,-75.17975,39.93315,-75.16248,5
39.95425,-75.17761,39.9538,-75.19479,365
39.96984,-75.1418,39.98082,-75.14973,29
39.94218,-75.17747,39.95048,-75.17286,974
39.93549,-75.16711,39.94781,-75.19409,52
39.95425,-75.17761,39.94733,-75.14403,37
39.96818,-75.18034,39.98203,-75.18866,27
39.95339,-75.15426,39.96744,-75.17507,78
39.95403,-75.14983,39.94019,-75.16691,6
39.94822,-75.20908,39.94218,-75.17747,43
39.95425,-75.17761,39.95851,-75.21465,3
39.97804,-75.2122,39.95866,-75.21323,6
39.94509,-75.1425,39.95355,-75.17192,8
39.98078,-75.15055,39.9625,-75.1742,4
39.97841,-75.22399,39.96046,-75.19701,5
39.98005,-75.15522,39.95273,-75.15979,357
39.94218,-75.17747,39.93315,-75.16248,74
39.95708,-75.20177,39.95071,-75.14921,11
39.97804,-75.2122,39.95576,-75.18982,3
39.95197,-75.17943,39.94509,-75.1425,18
39.95886,-75.17369,39.97522,-75.18669,80
39.95316,-75.16551,39.95378,-75.16374,88
39.96143,-75.15242,39.97263,-75.16757,11
39.95923,-75.17036,39.96062,-75.13983,124
39.96411,-75.19973,39.93549,-75.16711,2
39.95071,-75.14921,39.95339,-75.15426,173
39.96716,-75.17001,39.97522,-75.18669,49
39.96674,-75.20799,39.96744,-75.17507,1
39.97888,-75.13339,39.95576,-75.18982,7
39.93549,-75.16711,39.95295,-75.13979,19
39.96892,-75.1547,39.93935,-75.15716,2
39.95005,-75.15672,39.95472,-75.18323,63
39.97263,-75.16757,39.94681,-75.19311,13
39.96652,-75.12996,39.94391,-75.16735,1
39.93445,-75.14541,39.96046,-75.19701,2
39.97207,-75.16351,39.94822,-75.20908,3
39.99119,-75.17975,39.98004,-75.17088,18
39.93704,-75.15038,39.96718,-75.16125,4
39.96442,-75.17999,39.93445,-75.14541,10
39.95071,-75.14921,39.93431,-75.16042,57
39.94295,-75.15955,39.96849,-75.13546,22
39.9384,-75.17327,39.95373,-75.21825,7
39.97522,-75.18669,39.94391,-75.16735,103
39.96849,-75.13546,39.92777,-75.15103,40
39.97714,-75.1794,39.94561,-75.17348,3
39.97207,-75.16351,39.94732,-75.15695,13
39.94732,-75.15695,39.94218,-75.17747,243
39.96173,-75.18788,39.95273,-75.15979,22
39.97888,-75.13339,39.95866,-75.21323,3
39.94138,-75.14564,39.93445,-75.14541,355
39.94633,-75.1698,39.96317,-75.14792,26
39.95511,-75.20987,39.96674,-75.20799,5
39.98005,-75.15522,39.96317,-75.14792,37
39.9384,-75.17327,39.96143,-75.15242,11
39.96652,-75.12996,39.96844,-75.14001,14
39.94527,-75.17971,39.96265,-75.16174,19
39.95012,-75.14472,39.97469,-75.19562,2
39.98203,-75.18866,39.98771,-75.18052,51
39.94391,-75.16735,39.97469,-75.19562,2
39.96317,-75.14792,39.94217,-75.1775,4
39.94711,-75.16618,39.94681,-75.19311,124
39.95112,-75.15457,39.95197,-75.17943,32
39.94887,-75.18986,39.96718,-75.16125,11
39.97522,-75.18669,39.96844,-75.14001,10
39.93775,-75.18012,39.95005,-75.15672,7
39.94681,-75.19311,39.97522,-75.18669,20
39.95378,-75.16374,39.97714,-75.1794,6
39.96844,-75.14001,39.94138,-75.14564,38
39.9625,-75.1742,39.94887,-75.18986,146
39.95511,-75.20987,39.94295,-75.15955,29
39.95576,-75.18982,39.94509,-75.1425,25
39.94781,-75.19409,39.94019,-75.16691,52
39.95316,-75.16551,39.96143,-75.15242,61
39.93549,-75.16711,39.94527,-75.17971,85
39.97469,-75.19562,39.97121,-75.1597,3
39.94527,-75.17971,39.95403,-75.14983,21
39.96744,-75.17507,39.95048,-75.17286,367
39.93445,-75.14541,39.93401,-75.15094,14
39.96744,-75.17507,39.93315,-75.16248,24
39.9707,-75.15171,39.93549,-75.16711,8
39.96844,-75.14001,39.94759,-75.1487,2
39.98003,-75.14371,39.9707,-75.15171,5
39.93704,-75.15038,39.94509,-75.1425,39
39.96271,-75.19419,39.94295,-75.15955,50
39.96844,-75.14001,39.93082,-75.17474,4
39.95197,-75.17943,39.97486,-75.20524,2
39.95373,-75.21825,39.96271,-75.19419,9
39.97207,-75.16351,39.95355,-75.17192,8
39.9522,-75.20311,39.95511,-75.20987,296
39.97274,-75.17939,39.93445,-75.14541,1
39.95576,-75.18982,39.96718,-75.16125,32
39.97888,-75.13339,39.95886,-75.17369,7
39.96175,-75.13641,39.95378,-75.16374,14
39.94061,-75.14958,39.94781,-75.19409,83
39.97888,-75.13339,39.96716,-75.17001,16
39.94887,-75.18986,39.94509,-75.1425,26
39.95923,-75.17036,39.96411,-75.19973,1
39.94517,-75.15993,39.94061,-75.14958,436
39.96818,-75.18034,39.95197,-75.17943,53
39.95316,-75.16551,39.95373,-75.21825,38
39.96271,-75.19419,39.96674,-75.20799,14
39.95866,-75.21323,39.97486,-75.20524,27
39.96716,-75.17001,39.98771,-75.18052,37
39.94732,-75.15695,39.95112,-75.15457,77
39.96062,-75.13983,39.94735,-75.14886,20
39.96664,-75.19209,39.97121,-75.1597,1
39.95886,-75.17369,39.98771,-75.18052,5
39.95012,-75.14472,39.93775,-75.18012,13
39.93431,-75.16042,39.96175,-75.13641,6
39.98203,-75.18866,39.97669,-75.15813,21
39.94735,-75.14886,39.96442,-75.17999,45
39.96818,-75.18034,39.93704,-75.15038,15
39.94822,-75.20908,39.95112,-75.15457,25
39.94061,-75.14958,39.95295,-75.13979,85
39.97263,-75.16757,39.94887,-75.18986,3
39.94391,-75.16735,39.93775,-75.18012,70
39.96652,-75.12996,39.94711,-75.16618,62
39.95295,-75.13979,39.96652,-75.12996,78
39.95708,-75.20177,39.96289,-75.16606,6
39.9538,-75.19479,39.9539,-75.16902,259
39.9384,-75.17327,39.95378,-75.16374,75
39.98082,-75.14973,39.94633,-75.1698,9
39.95355,-75.17192,39.97207,-75.16351,3
39.93401,-75.15094,39.94733,-75.14403,22
39.95576,-75.18982,39.97486,-75.20524,24
39.97522,-75.18669,39.94711,-75.16618,20
39.97804,-75.2122,39.95886,-75.17369,8
39.97669,-75.15813,39.96892,-75.1547,16
39.93231,-75.18154,39.95472,-75.18323,65
39.9538,-75.19479,39.93231,-75.18154,20
39.96289,-75.16606,39.95012,-75.14472,68
39.96744,-75.17507,39.98004,-75.17088,5
39.95851,-75.21465,39.95576,-75.18982,28
39.95112,-75.15457,39.98203,-75.18866,2
39.97841,-75.22399,39.93401,-75.15094,3
39.93401,-75.15094,39.9538,-75.19479,13
39.94711,-75.16618,39.94887,-75.18986,500
39.95708,-75.20177,39.9522,-75.20311,79
39.9539,-75.16902,39.95472,-75.18323,589
39.96265,-75.16174,39.95425,-75.17761,81
39.94509,-75.1425,39.94732,-75.15695,72
39.94019,-75.16691,39.96892,-75.1547,2
39.93935,-75.15716,39.95708,-75.20177,8
39.96062,-75.13983,39.94561,-75.17348,95
39.95197,-75.17943,39.96718,-75.16125,6
39.93431,-75.16042,39.96744,-75.17507,6
39.95511,-75.20987,39.97841,-75.22399,3
39.97121,-75.1597,39.97121,-75.1597,252
39.98203,-75.18866,39.97522,-75.18669,33
39.94733,-75.14403,39.95576,-75.18982,16
39.9625,-75.1742,39.94681,-75.19311,37
39.98771,-75.18052,39.92777,-75.15103,2
39.95295,-75.13979,39.94019,-75.16691,20
39.96718,-75.16125,39.96984,-75.1418,15
39.94509,-75.1425,39.94822,-75.20908,11
39.96984,-75.1418,39.95012,-75.14472,39
39.95403,-75.14983,39.99119,-75.17975,2
39.9538,-75.19479,39.95576,-75.18982,146
39.94391,-75.16735,39.93082,-75.17474,107
39.95851,-75.21465,39.9539,-75.16902,4
39.99179,-75.18637,39.96442,-75.17999,39
39.99119,-75.17975,39.95373,-75.21825,1
39.98005,-75.15522,39.94061,-75.14958,95
39.9539,-75.16902,39.95923,-75.17036,513
39.95012,-75.14472,39.93082,-75.17474,31
39.9522,-75.20311,39.95012,-75.14472,91
39.94218,-75.17747,39.96143,-75.15242,6
39.95012,-75.14472,39.94759,-75.1487,8
39.94792,-75.16237,39.96442,-75.17999,168
39.95355,-75.17192,39.94781,-75.19409,38
39.9384,-75.17327,39.98004,-75.17088,1
39.96892,-75.1547,39.9625,-75.1742,10
39.9625,-75.1742,39.94633,-75.1698,70
39.97888,-75.13339,39.98837,-75.18701,8
39.96718,-75.16125,39.94733,-75.14403,8
39.96744,-75.17507,39.95378,-75.16374,166
39.9538,-75.19479,39.95866,-75.21323,51
39.94681,-75.19311,39.9384,-75.17327,27
39.96718,-75.16125,39.9538,-75.19479,10
39.95923,-75.17036,39.93431,-75.16042,8
39.94733,-75.14403,39.9539,-75.16902,103
39.96265,-75.16174,39.96265,-75.16174,375
39.94733,-75.14403,39.93231,-75.18154,10
39.97274,-75.17939,39.97714,-75.1794,16
39.95403,-75.14983,39.95316,-75.16551,31
39.98837,-75.18701,39.95273,-75.15979,5
39.96175,-75.13641,39.95048,-75.17286,53
39.94633,-75.1698,39.94061,-75.14958,439
39.97804,-75.2122,39.96173,-75.18788,3
39.93401,-75.15094,39.96984,-75.1418,9
39.93231,-75.18154,39.95923,-75.17036,107
39.92777,-75.15103,39.93401,-75.15094,74
39.97714,-75.1794,39.96289,-75.16606,18
39.96175,-75.13641,39.93315,-75.16248,18
39.94218,-75.17747,39.95373,-75.21825,8
39.95708,-75.20177,39.97804,-75.2122,7
39.9384,-75.17327,39.93315,-75.16248,105
39.98062,-75.1735,39.93549,-75.16711,3
39.95112,-75.15457,39.94517,-75.15993,100
39.96289,-75.16606,39.95511,-75.20987,24
39.9384,-75.17327,39.95048,-75.17286,854
39.95923,-75.17036,39.95339,-75.15426,47
39.95273,-75.15979,39.94217,-75.1775,9
39.95071,-75.14921,39.96062,-75.13983,98
