start_lat,start_lon,end_lat,end_lon,count
39.96744,-75.17507,39.94527,-75.17971,86
39.98003,-75.14371,39.95424,-75.16138,11
39.98078,-75.15055,39.94061,-75.14958,14
39.96173,-75.18788,39.93935,-75.15716,25
39.95923,-75.17036,39.96984,-75.1418,20
39.93549,-75.16711,39.93315,-75.16248,205
39.94217,-75.1775,39.98005,-75.15522,40
39.94781,-75.19409,39.9539,-75.16902,61
39.97207,-75.16351,39.95012,-75.14472,46
39.95197,-75.17943,39.97274,-75.17939,20
39.98005,-75.15522,39.93935,-75.15716,15
39.95851,-75.21465,39.95316,-75.16551,16
39.94887,-75.18986,39.93082,-75.17474,67
39.94792,-75.16237,39.96265,-75.16174,127
39.96317,-75.14792,39.94391,-75.16735,13
39.95273,-75.15979,39.96892,-75.1547,12
39.95005,-75.15672,39.94295,-75.15955,179
39.94735,-75.14886,39.95425,-75.17761,26
39.96062,-75.13983,39.93445,-75.14541,155
39.94218,-75.17747,39.95295,-75.13979,18
39.94887,-75.18986,39.94759,-75.1487,5
39.93401,-75.15094,39.95339,-75.15426,21
39.98082,-75.14973,39.97669,-75.15813,145
39.97263,-75.16757,39.9384,-75.17327,2
39.96892,-75.1547,39.96317,-75.14792,11
39.9539,-75.16902,39.97841,-75.22399,8
39.96718,-75.16125,39.96411,-75.19973,5
39.95295,-75.13979,39.96173,-75.18788,4
39.93704,-75.15038,39.94759,-75.1487,21
39.95403,-75.14983,39.9539,-75.16902,81
39.95511,-75.20987,39.95472,-75.18323,410
39.96317,-75.14792,39.96844,-75.14001,29
39.95576,-75.18982,39.97765,-75.21295,1
39.95403,-75.14983,39.93231,-75.18154,1
39.93549,-75.16711,39.98004,-75.17088,2
39.94733,-75.14403,39.95316,-75.16551,48
39.96265,-75.16174,39.96442,-75.17999,172
39.94732,-75.15695,39.98203,-75.18866,3
39.98082,-75.14973,39.97522,-75.18669,12
39.94711,-75.16618,39.9384,-75.17327,382
39.95005,-75.15672,39.96674,-75.20799,9
39.97274,-75.17939,39.94735,-75.14886,10
39.96844,-75.14001,39.94509,-75.1425,52
39.93704,-75.15038,39.93082,-75.17474,30
39.95576,-75.18982,39.94138,-75.14564,32
39.95316,-75.16551,39.97207,-75.16351,69
39.94633,-75.1698,39.93935,-75.15716,280
39.95071,-75.14921,39.9538,-75.19479,69
39.95472,-75.18323,39.95425,-75.17761,706
39.94822,-75.20908,39.95197,-75.17943,207
39.98771,-75.18052,39.97888,-75.13339,2
39.96271,-75.19419,39.95472,-75.18323,418
39.97486,-75.20524,39.96411,-75.19973,9
39.95576,-75.18982,39.94759,-75.1487,5
39.9707,-75.15171,39.97263,-75.16757,4
39.93704,-75.15038,39.94138,-75.14564,79
39.9538,-75.19479,39.94019,-75.16691,37
39.95886,-75.17369,39.94633,-75.1698,145
39.94218,-75.17747,39.94527,-75.17971,299
39.96744,-75.17507,39.94781,-75.19409,175
39.94732,-75.15695,39.93704,-75.15038,384
39.95576,-75.18982,39.93082,-75.17474,23
39.96716,-75.17001,39.94633,-75.1698,95
39.97263,-75.16757,39.96818,-75.18034,17
39.95355,-75.17192,39.95378,-75.16374,21
39.97207,-75.16351,39.98082,-75.14973,3
39.93775,-75.18012,39.96849,-75.13546,3
39.96849,-75.13546,39.94792,-75.16237,60
39.99119,-75.17975,39.94527,-75.17971,28
39.95425,-75.17761,39.95339,-75.15426,45
39.96844,-75.14001,39.96718,-75.16125,23
39.96849,-75.13546,39.99179,-75.18637,1
39.94295,-75.15955,39.95005,-75.15672,104
39.96442,-75.17999,39.94735,-75.14886,55
39.98062,-75.1735,39.98078,-75.15055,2
39.97804,-75.2122,39.95316,-75.16551,7
39.94792,-75.16237,39.95403,-75.14983,76
39.94887,-75.18986,39.94138,-75.14564,208
39.94759,-75.1487,39.93549,-75.16711,4
39.95403,-75.14983,39.96173,-75.18788,12
39.94781,-75.19409,39.98837,-75.18701,1
39.9538,-75.19479,39.96652,-75.12996,3
39.94138,-75.14564,39.94735,-75.14886,150
39.94061,-75.14958,39.93315,-75.16248,219
39.95295,-75.13979,39.9539,-75.16902,22
39.94711,-75.16618,39.96818,-75.18034,131
39.95295,-75.13979,39.93231,-75.18154,1
39.94887,-75.18986,39.97765,-75.21295,1
39.94061,-75.14958,39.95048,-75.17286,446
39.94517,-75.15993,39.9625,-75.1742,60
39.93724,-75.1612,39.96271,-75.19419,4
39.95071,-75.14921,39.94733,-75.14403,54
39.94561,-75.17348,39.96265,-75.16174,20
39.95197,-75.17943,39.94759,-75.1487,30
39.96317,-75.14792,39.94711,-75.16618,97
39.95112,-75.15457,39.94218,-75.17747,46
39.93231,-75.18154,39.94295,-75.15955,33
39.96289,-75.16606,39.94732,-75.15695,134
39.93082,-75.17474,39.93549,-75.16711,73
39.94681,-75.19311,39.94633,-75.1698,96
39.9539,-75.16902,39.96674,-75.20799,16
39.95425,-75.17761,39.93431,-75.16042,33
39.96289,-75.16606,39.94822,-75.20908,13
39.95197,-75.17943,39.93082,-75.17474,29
39.95048,-75.17286,39.96046,-75.19701,79
39.97888,-75.13339,39.95316,-75.16551,62
39.94887,-75.18986,39.97274,-75.17939,35
39.97274,-75.17939,39.97804,-75.2122,5
39.95378,-75.16374,39.95071,-75.14921,156
39.96046,-75.19701,39.95511,-75.20987,86
39.93704,-75.15038,39.97274,-75.17939,4
39.94138,-75.14564,39.94561,-75.17348,137
39.9625,-75.1742,39.9384,-75.17327,12
39.94781,-75.19409,39.96173,-75.18788,50
39.96984,-75.1418,39.94732,-75.15695,12
39.96818,-75.18034,39.95112,-75.15457,14
39.94822,-75.20908,39.93704,-75.15038,9
39.93315,-75.16248,39.96046,-75.19701,7
39.95403,-75.14983,39.98837,-75.18701,1
39.96442,-75.17999,39.94561,-75.17348,118
39.9539,-75.16902,39.94295,-75.15955,208
39.96718,-75.16125,39.96062,-75.13983,34
39.96984,-75.1418,39.94822,-75.20908,7
39.96744,-75.17507,39.95295,-75.13979,49
39.98082,-75.14973,39.98771,-75.18052,4
39.94509,-75.1425,39.95012,-75.14472,88
39.94732,-75.15695,39.95197,-75.17943,102
39.96664,-75.19209,39.96046,-75.19701,7
39.94781,-75.19409,39.95886,-75.17369,125
39.95708,-75.20177,39.93445,-75.14541,35
39.94781,-75.19409,39.96716,-75.17001,15
39.9522,-75.20311,39.94822,-75.20908,386
39.95355,-75.17192,39.95048,-75.17286,26
39.94711,-75.16618,39.97669,-75.15813,43
39.97263,-75.16757,39.97522,-75.18669,39
39.9539,-75.16902,39.93724,-75.1612,71
39.95355,-75.17192,39.93315,-75.16248,21
39.96892,-75.1547,39.94061,-75.14958,2
39.94561,-75.17348,39.95425,-75.17761,305
39.95197,-75.17943,39.93775,-75.18012,79
39.93704,-75.15038,39.97469,-75.19562,1
39.93775,-75.18012,39.96744,-75.17507,13
39.98005,-75.15522,39.9625,-75.1742,98
39.9522,-75.20311,39.94732,-75.15695,66
39.95112,-75.15457,39.98003,-75.14371,19
39.98078,-75.15055,39.95273,-75.15979,9
39.95316,-75.16551,39.94527,-75.17971,111
39.93549,-75.16711,39.96143,-75.15242,31
39.94061,-75.14958,39.95378,-75.16374,152
39.94711,-75.16618,39.97522,-75.18669,46
39.97263,-75.16757,39.97669,-75.15813,68
39.94887,-75.18986,39.96664,-75.19209,1
39.95378,-75.16374,39.94735,-75.14886,102
39.94633,-75.1698,39.9625,-75.1742,50
39.98082,-75.14973,39.9384,-75.17327,1
39.97765,-75.21295,39.95071,-75.14921,1
39.94887,-75.18986,39.97469,-75.19562,3
39.98203,-75.18866,39.94887,-75.18986,90
39.96674,-75.20799,39.95005,-75.15672,7
39.93549,-75.16711,39.95373,-75.21825,10
39.93401,-75.15094,39.96062,-75.13983,10
39.94217,-75.1775,39.95197,-75.17943,68
39.93231,-75.18154,39.93724,-75.1612,69
39.94391,-75.16735,39.96718,-75.16125,13
39.95866,-75.21323,39.93775,-75.18012,2
39.93775,-75.18012,39.96175,-75.13641,4
39.9625,-75.1742,39.98771,-75.18052,5
39.95012,-75.14472,39.96718,-75.16125,46
39.94527,-75.17971,39.96442,-75.17999,267
39.94681,-75.19311,39.94681,-75.19311,80
39.9384,-75.17327,39.95295,-75.13979,12
39.94733,-75.14403,39.96652,-75.12996,5
39.96175,-75.13641,39.95295,-75.13979,147
39.95012,-75.14472,39.97486,-75.20524,4
39.96411,-75.19973,39.96271,-75.19419,31
39.94391,-75.16735,39.97486,-75.20524,1
39.95339,-75.15426,39.95005,-75.15672,179
39.95472,-75.18323,39.96265,-75.16174,67
39.97274,-75.17939,39.96289,-75.16606,32
39.97121,-75.1597,39.96046,-75.19701,5
39.95273,-75.15979,39.96844,-75.14001,57
39.98078,-75.15055,39.96317,-75.14792,10
39.95005,-75.15672,39.95708,-75.20177,13
39.95071,-75.14921,39.96984,-75.1418,71
39.96744,-75.17507,39.97207,-75.16351,18
39.98771,-75.18052,39.95424,-75.16138,2
39.95403,-75.14983,39.95886,-75.17369,44
39.97714,-75.1794,39.97714,-75.1794,118
39.95576,-75.18982,39.93775,-75.18012,22
39.94217,-75.1775,39.93704,-75.15038,22
39.95403,-75.14983,39.96716,-75.17001,21
39.9384,-75.17327,39.94781,-75.19409,41
39.95424,-75.16138,39.95355,-75.17192,40
39.95425,-75.17761,39.96411,-75.19973,9
39.98062,-75.1735,39.97263,-75.16757,7
39.95355,-75.17192,39.98004,-75.17088,3
39.96173,-75.18788,39.9625,-75.1742,43
39.95295,-75.13979,39.95576,-75.18982,45
39.96442,-75.17999,39.95071,-75.14921,344
39.94733,-75.14403,39.94019,-75.16691,14
39.9707,-75.15171,39.98078,-75.15055,43
39.9539,-75.16902,39.98062,-75.1735,5
39.94509,-75.1425,39.95511,-75.20987,8
39.96271,-75.19419,39.95923,-75.17036,12
39.98003,-75.14371,39.94792,-75.16237,7
39.94138,-75.14564,39.95071,-75.14921,205
39.96716,-75.17001,39.94681,-75.19311,8
39.95378,-75.16374,39.94561,-75.17348,48
39.96046,-75.19701,39.95012,-75.14472,4
39.96317,-75.14792,39.96892,-75.1547,12
39.95273,-75.15979,39.94391,-75.16735,81
39.95886,-75.17369,39.94681,-75.19311,34
39.94735,-75.14886,39.95403,-75.14983,27
39.97274,-75.17939,39.9522,-75.20311,7
39.95005,-75.15672,39.94138,-75.14564,128
39.94509,-75.1425,39.93231,-75.18154,8
39.96652,-75.12996,39.98003,-75.14371,1
39.96175,-75.13641,39.97888,-75.13339,29
39.94681,-75.19311,39.9625,-75.1742,51
39.94509,-75.1425,39.9539,-75.16902,38
39.97263,-75.16757,39.96317,-75.14792,8
39.95576,-75.18982,39.96674,-75.20799,33
39.95316,-75.16551,39.99179,-75.18637,3
39.94781,-75.19409,39.98082,-75.14973,6
39.97522,-75.18669,39.98003,-75.14371,1
39.97469,-75.19562,39.96289,-75.16606,3
39.95316,-75.16551,39.94792,-75.16237,105
39.94792,-75.16237,39.96984,-75.1418,54
39.94633,-75.1698,39.94681,-75.19311,83
39.94735,-75.14886,39.9538,-75.19479,28
39.98082,-75.14973,39.94061,-75.14958,32
39.95424,-75.16138,39.99119,-75.17975,6
39.96271,-75.19419,39.96718,-75.16125,2
39.96664,-75.19209,39.9522,-75.20311,9
39.96265,-75.16174,39.95339,-75.15426,69
39.94217,-75.1775,39.96844,-75.14001,2
39.93082,-75.17474,39.96849,-75.13546,4
39.97469,-75.19562,39.9522,-75.20311,7
39.94711,-75.16618,39.96317,-75.14792,50
39.9538,-75.19479,39.94822,-75.20908,309
39.95273,-75.15979,39.93704,-75.15038,67
39.98005,-75.15522,39.94681,-75.19311,2
39.94735,-75.14886,39.94733,-75.14403,47
39.96664,-75.19209,39.96289,-75.16606,1
39.95576,-75.18982,39.94295,-75.15955,104
39.95511,-75.20987,39.94509,-75.1425,8
39.95424,-75.16138,39.95316,-75.16551,56
39.93401,-75.15094,39.96442,-75.17999,4
39.9538,-75.19479,39.94732,-75.15695,168
39.96411,-75.19973,39.95005,-75.15672,3
39.97207,-75.16351,39.98837,-75.18701,3
39.95339,-75.15426,39.96271,-75.19419,5
39.96844,-75.14001,39.95472,-75.18323,12
39.94527,-75.17971,39.96062,-75.13983,25
39.95273,-75.15979,39.95197,-75.17943,41
39.97263,-75.16757,39.95273,-75.15979,34
39.94391,-75.16735,39.95923,-75.17036,135
39.96716,-75.17001,39.9625,-75.1742,169
39.95866,-75.21323,39.94295,-75.15955,5
39.95295,-75.13979,39.95012,-75.14472,120
39.95708,-75.20177,39.97121,-75.1597,3
39.9539,-75.16902,39.93082,-75.17474,66
39.96289,-75.16606,39.96652,-75.12996,52
39.95403,-75.14983,39.98082,-75.14973,5
39.95886,-75.17369,39.9625,-75.1742,160
39.95012,-75.14472,39.95923,-75.17036,65
39.96984,-75.1418,39.94019,-75.16691,1
39.95355,-75.17192,39.92777,-75.15103,4
39.97121,-75.1597,39.9522,-75.20311,9
39.94019,-75.16691,39.94218,-75.17747,173
39.96046,-75.19701,39.95866,-75.21323,37
39.98078,-75.15055,39.97522,-75.18669,4
39.93315,-75.16248,39.97804,-75.2122,3
39.96173,-75.18788,39.94681,-75.19311,26
39.96046,-75.19701,39.95576,-75.18982,542
39.9539,-75.16902,39.94759,-75.1487,6
39.94759,-75.1487,39.96849,-75.13546,3
39.96317,-75.14792,39.94517,-75.15993,30
39.96674,-75.20799,39.96271,-75.19419,37
39.95197,-75.17943,39.94295,-75.15955,82
39.94517,-75.15993,39.94633,-75.1698,250
39.95048,-75.17286,39.97804,-75.2122,6
39.97274,-75.17939,39.96046,-75.19701,15
39.97207,-75.16351,39.96173,-75.18788,1
39.96271,-75.19419,39.97486,-75.20524,5
39.95866,-75.21323,39.96674,-75.20799,19
39.96744,-75.17507,39.95424,-75.16138,177
39.95923,-75.17036,39.96265,-75.16174,94
39.94138,-75.14564,39.93401,-75.15094,134
39.96984,-75.1418,39.96652,-75.12996,5
39.98771,-75.18052,39.97207,-75.16351,5
39.96289,-75.16606,39.94019,-75.16691,17
39.93231,-75.18154,39.94759,-75.1487,37
39.94711,-75.16618,39.95273,-75.15979,212
39.96265,-75.16174,39.93431,-75.16042,11
39.93431,-75.16042,39.98078,-75.15055,2
39.98004,-75.17088,39.95071,-75.14921,6
39.95005,-75.15672,39.97274,-75.17939,8
39.93231,-75.18154,39.93082,-75.17474,157
39.93775,-75.18012,39.93549,-75.16711,132
39.93549,-75.16711,39.9707,-75.15171,2
39.96317,-75.14792,39.98005,-75.15522,17
39.9384,-75.17327,39.97888,-75.13339,4
39.97121,-75.1597,39.96289,-75.16606,43
39.96442,-75.17999,39.93401,-75.15094,3
39.97669,-75.15813,39.94218,-75.17747,16
39.98078,-75.15055,39.97669,-75.15813,39
39.96046,-75.19701,39.9539,-75.16902,118
39.97469,-75.19562,39.97804,-75.2122,8
39.9539,-75.16902,39.93775,-75.18012,73
39.94517,-75.15993,39.94681,-75.19311,140
39.93082,-75.17474,39.96175,-75.13641,3
39.96046,-75.19701,39.93231,-75.18154,61
39.97207,-75.16351,39.96716,-75.17001,90
39.97207,-75.16351,39.95886,-75.17369,6
39.94822,-75.20908,39.96844,-75.14001,5
39.94019,-75.16691,39.98003,-75.14371,2
39.9522,-75.20311,39.96652,-75.12996,1
39.94218,-75.17747,39.94792,-75.16237,333
39.95197,-75.17943,39.93724,-75.1612,72
39.94218,-75.17747,39.99179,-75.18637,2
39.95012,-75.14472,39.95472,-75.18323,80
39.97669,-75.15813,39.98003,-75.14371,140
39.98837,-75.18701,39.94887,-75.18986,1
39.93082,-75.17474,39.96744,-75.17507,10
39.99119,-75.17975,39.94792,-75.16237,2
39.97714,-75.1794,39.97121,-75.1597,14
39.98771,-75.18052,39.94781,-75.19409,1
39.95923,-75.17036,39.95425,-75.17761,102
39.96849,-75.13546,39.94527,-75.17971,20
39.94391,-75.16735,39.95472,-75.18323,85
39.9384,-75.17327,39.95424,-75.16138,41
39.99119,-75.17975,39.99179,-75.18637,62
39.97888,-75.13339,39.95355,-75.17192,1
39.94822,-75.20908,39.94391,-75.16735,44
39.96173,-75.18788,39.94633,-75.1698,16
39.93935,-75.15716,39.94509,-75.1425,85
39.9522,-75.20311,39.94019,-75.16691,15
39.93231,-75.18154,39.93775,-75.18012,74
39.95866,-75.21323,39.93724,-75.1612,2
39.96744,-75.17507,39.97888,-75.13339,11
39.98078,-75.15055,39.96818,-75.18034,4
39.94792,-75.16237,39.9538,-75.19479,162
39.93315,-75.16248,39.96289,-75.16606,23
39.94735,-75.14886,39.96984,-75.1418,41
39.94509,-75.1425,39.95866,-75.21323,15
39.98005,-75.15522,39.94633,-75.1698,26
39.94733,-75.14403,39.94732,-75.15695,126
39.95048,-75.17286,39.9522,-75.20311,553
39.93704,-75.15038,39.95708,-75.20177,13
39.93724,-75.1612,39.95005,-75.15672,143
39.94732,-75.15695,39.94391,-75.16735,155
39.97522,-75.18669,39.94218,-75.17747,1
39.96175,-75.13641,39.95424,-75.16138,26
39.95295,-75.13979,39.95511,-75.20987,3
39.95576,-75.18982,39.93724,-75.1612,14
39.96844,-75.14001,39.95923,-75.17036,30
39.94295,-75.15955,39.96271,-75.19419,54
39.9625,-75.1742,39.94061,-75.14958,53
39.94509,-75.1425,39.95576,-75.18982,25
39.99179,-75.18637,39.9538,-75.19479,2
39.94733,-75.14403,39.94822,-75.20908,8
39.96265,-75.16174,39.96411,-75.19973,12
39.97121,-75.1597,39.97804,-75.2122,2
39.95851,-75.21465,39.94732,-75.15695,1
39.96892,-75.1547,39.98771,-75.18052,1
39.95071,-75.14921,39.95403,-75.14983,167
39.94732,-75.15695,39.96844,-75.14001,22
39.95048,-75.17286,39.96289,-75.16606,170
39.94061,-75.14958,39.92777,-75.15103,380
39.96718,-75.16125,39.96442,-75.17999,54
39.95851,-75.21465,39.94822,-75.20908,1
39.93315,-75.16248,39.9522,-75.20311,12
39.95378,-75.16374,39.93401,-75.15094,39
39.94887,-75.18986,39.95708,-75.20177,25
39.94633,-75.1698,39.94633,-75.1698,590
39.98004,-75.17088,39.94561,-75.17348,2
39.94792,-75.16237,39.94733,-75.14403,281
39.94733,-75.14403,39.95355,-75.17192,4
39.95403,-75.14983,39.95511,-75.20987,18
39.98003,-75.14371,39.97207,-75.16351,1
39.94517,-75.15993,39.94887,-75.18986,278
39.94887,-75.18986,39.93724,-75.1612,157
39.96849,-75.13546,39.94781,-75.19409,1
39.98771,-75.18052,39.94527,-75.17971,8
39.95071,-75.14921,39.96265,-75.16174,72
39.95048,-75.17286,39.95071,-75.14921,201
39.92777,-75.15103,39.93445,-75.14541,48
39.95373,-75.21825,39.96849,-75.13546,2
39.95886,-75.17369,39.93935,-75.15716,23
39.95472,-75.18323,39.96984,-75.1418,9
39.96317,-75.14792,39.93704,-75.15038,7
39.96664,-75.19209,39.94735,-75.14886,2
39.97121,-75.1597,39.94561,-75.17348,17
39.96062,-75.13983,39.97121,-75.1597,12
39.97486,-75.20524,39.96442,-75.17999,24
39.96716,-75.17001,39.93935,-75.15716,20
39.94218,-75.17747,39.97888,-75.13339,4
39.97804,-75.2122,39.94822,-75.20908,4
39.93935,-75.15716,39.97486,-75.20524,1
39.95424,-75.16138,39.96652,-75.12996,13
39.97522,-75.18669,39.95112,-75.15457,11
39.9539,-75.16902,39.97469,-75.19562,12
39.95005,-75.15672,39.93775,-75.18012,10
39.94527,-75.17971,39.93431,-75.16042,75
39.99119,-75.17975,39.97888,-75.13339,1
39.95576,-75.18982,39.95708,-75.20177,304
39.9539,-75.16902,39.96664,-75.19209,5
39.97469,-75.19562,39.94735,-75.14886,4
39.94509,-75.1425,39.96716,-75.17001,11
39.94509,-75.1425,39.95886,-75.17369,42
39.96652,-75.12996,39.95112,-75.15457,2
39.96674,-75.20799,39.97263,-75.16757,18
39.95378,-75.16374,39.96046,-75.19701,13
39.98082,-75.14973,39.95273,-75.15979,37
39.93704,-75.15038,39.93724,-75.1612,89
39.95424,-75.16138,39.94019,-75.16691,19
39.96744,-75.17507,39.99179,-75.18637,18
39.96744,-75.17507,39.94792,-75.16237,105
39.93315,-75.16248,39.95071,-75.14921,134
39.94822,-75.20908,39.94711,-75.16618,78
39.95866,-75.21323,39.95708,-75.20177,112
39.96143,-75.15242,39.96744,-75.17507,78
39.96984,-75.1418,39.95316,-75.16551,13
39.94732,-75.15695,39.94711,-75.16618,498
39.97121,-75.1597,39.94735,-75.14886,11
39.95355,-75.17192,39.9707,-75.15171,1
39.96664,-75.19209,39.94561,-75.17348,1
39.98062,-75.1735,39.95005,-75.15672,1
39.94295,-75.15955,39.98078,-75.15055,16
39.96892,-75.1547,39.97669,-75.15813,8
39.94561,-75.17348,39.9538,-75.19479,230
39.96289,-75.16606,39.99119,-75.17975,14
39.94711,-75.16618,39.94061,-75.14958,804
39.95273,-75.15979,39.98005,-75.15522,238
39.95316,-75.16551,39.95424,-75.16138,49
39.94681,-75.19311,39.93935,-75.15716,15
39.95339,-75.15426,39.97263,-75.16757,12
39.94527,-75.17971,39.95339,-75.15426,65
39.96046,-75.19701,39.96173,-75.18788,52
39.94781,-75.19409,39.95511,-75.20987,141
39.97841,-75.22399,39.97714,-75.1794,16
39.96289,-75.16606,39.95316,-75.16551,158
39.97263,-75.16757,39.94061,-75.14958,5
39.97207,-75.16351,39.95576,-75.18982,10
39.95197,-75.17943,39.95708,-75.20177,47
39.95273,-75.15979,39.94517,-75.15993,325
39.96892,-75.1547,39.97522,-75.18669,1
39.93935,-75.15716,39.96718,-75.16125,1
39.96849,-75.13546,39.95295,-75.13979,70
39.97888,-75.13339,39.94822,-75.20908,2
39.96143,-75.15242,39.96175,-75.13641,19
39.97888,-75.13339,39.94732,-75.15695,23
39.94561,-75.17348,39.94733,-75.14403,72
39.96265,-75.16174,39.96062,-75.13983,239
39.98082,-75.14973,39.96317,-75.14792,22
39.97469,-75.19562,39.94561,-75.17348,1
39.96317,-75.14792,39.95197,-75.17943,11
39.93549,-75.16711,39.92777,-75.15103,128
39.97207,-75.16351,39.95866,-75.21323,1
39.95112,-75.15457,39.94217,-75.1775,1
39.95923,-75.17036,39.95403,-75.14983,97
39.97121,-75.1597,39.95071,-75.14921,12
39.94509,-75.1425,39.98837,-75.18701,1
39.9707,-75.15171,39.95005,-75.15672,2
39.95511,-75.20987,39.97486,-75.20524,3
39.95373,-75.21825,39.96744,-75.17507,19
